,Qinghai_synth,Qinghai_actual,Gansu_synth,Gansu_actual,Ningxia_synth,Ningxia_actual,Neimeng_synth,Neimeng_actual,Shanxi_synth,Shanxi_actual,Shaanxi_synth,Shaanxi_actual,Henan_synth,Henan_actual,Shandong_synth,Shandong_actual
1979,2.054922301839416,2.0069940394484247,10.159990743369509,10.101987869889896,4.562027109889266,4.263461490485655,9.665806865855442,10.75026497313502,6.168156326521686,6.578667388613049,5.959247444377853,6.140003533249068,20.22838165997049,20.410690107022408,21.966145915567072,21.9023745931038
1980,2.0300034445526953,1.9897869965517423,10.132781396750229,10.20101345079303,4.638397844923842,4.256714364619936,9.640888008568723,10.235116987238,6.143237469234965,6.685716621749228,5.934328587091133,6.181841735416813,19.782104942130907,19.87801706815693,21.99674497989714,21.5556030371952
1981,2.0685338551396732,2.022052665954701,10.170141782852024,10.117642607139668,4.818584330274432,4.50324141095637,9.6794184191557,9.648006501666018,6.181767879821943,6.522028278899828,5.972858997678111,6.157726585387581,19.47780657752173,19.365085079093376,22.20486192862526,22.25995610432461
1982,2.064569296692564,2.0431618471106456,10.166944786870285,10.11224583728974,5.093087745606169,4.923974770419687,9.675453860708592,9.568138283977513,6.177803321374833,6.308779891563235,5.9688944392310015,6.0051012607309655,19.066518205502174,18.935010955158827,22.35264351177559,22.560265432845227
1983,2.006233300102673,2.0540854310133825,10.109160670145274,10.086112693959633,5.050872759899635,5.284272780525853,9.6171178641187,9.492244882506638,6.119467324784942,6.072292499801176,5.91055844264111,5.876659344997879,18.652740090494973,18.59697941243593,22.511057895157712,22.781578666272274
1984,2.0427926653714494,2.0877297890071005,10.148337045729072,10.161290956412827,5.331827918371915,5.6720854517354296,9.653677229387476,9.180106359743691,6.156026690053719,5.93135597707284,5.947117807909887,5.792556672415951,18.756601866283916,18.542333793599493,22.73608126309984,22.632467525280298
1985,2.086358638665967,2.118141968554338,10.202788301516637,10.23362016750158,5.852605608666863,6.095951119380149,9.697243202681994,9.06106840772365,6.199592663348237,5.722411846302047,5.990683781204405,5.783045692936893,19.03157634146417,19.00175428403771,22.98606606690359,22.87321660039452
1986,2.130390644394227,2.1618514091183303,10.243368244903106,10.319599389149763,6.226082113642345,6.573784043151386,9.741275208410254,9.435934262896357,6.243624669076497,5.568423840215422,6.034715786932664,5.78147046193101,19.200215583493176,19.466074567356856,23.17603288540034,23.3641724870106
1987,2.1773234662148493,2.194781857857915,10.292530136431317,10.33531483226344,6.6941826675456095,7.067251466073265,9.788208030230876,9.716121026380092,6.290557490897119,5.598384892135102,6.081648608753286,5.70396988298826,19.407503323224905,19.733481268088987,23.39069639385528,23.560774794779647
1988,2.220801960243855,2.1990625153528707,10.347438950151368,10.414996903484424,6.65599401144309,7.459481651724778,9.831686524259881,10.043221727255707,6.334035984926125,5.573644987872834,6.125127102782292,5.714793811372666,19.368512045878493,19.885093500341576,23.566654877488766,23.28251701576196
1989,2.267853169235881,2.2604274806214977,10.39803894916669,10.475201144695504,7.345539275942404,7.890244727976985,9.878737733251908,10.658266716941425,6.38108719391815,5.594945825138634,6.172178311774318,5.638855823370257,19.68398328529642,20.233331332223543,23.75589788569837,23.743578791626508
1990,2.3071857377927003,2.309512457655196,10.4440006845642,10.616959561041192,8.994897423665968,8.369366514208563,9.918070301808728,11.33654405112447,6.42041976247497,5.54198801020684,6.211510880331138,5.722033181385311,20.14366459457088,20.80639827992448,23.946649311112964,24.48240294923456
1991,2.2278352394795697,2.418410830042857,10.36396523256428,10.975965224458497,10.051212116321468,8.570252487998363,9.838719803495596,12.015579666061631,6.341069264161839,5.864809246788287,6.132160382018007,6.0594766252449,21.09498453300074,21.78697258984633,23.92673801662869,25.096105438739063
1992,1.956107412834644,2.426895516152975,10.106968098544257,10.9628136230426,9.473070417435977,8.463280402443864,9.566991976850671,14.555652261396943,6.069341437516914,5.763655910611935,5.860432555373081,6.2368719122346565,20.597343034160403,22.091526831544044,23.68497441993276,25.02459111282844
1993,1.9282210486157503,2.350546605582218,10.071979539175224,11.12173039265874,8.57062927940251,7.745224414927459,9.539105612631777,16.868231885974296,6.04145507329802,5.8588633862341135,5.832546191154187,7.0816000664925856,20.491265943351117,19.54316747128176,23.346240011000695,22.885669205414928
1994,2.662963786405079,2.4747789413026147,10.83289602718897,11.309830955759772,9.427337951404613,8.268748018827967,10.273848350421106,14.506264376379162,6.776197811087348,6.021199987475034,6.567288928943516,6.761333175860999,21.174517011014807,23.15205979672081,24.22368725871068,24.951866440706283
1995,2.666012611625468,2.6067886262026465,10.84921154437182,11.337226496026336,10.23504186407754,8.082476045277906,10.276897175641494,13.596780069787416,6.779246636307738,5.833219407533531,6.570337754163905,6.928774337435733,19.6875392593789,23.0868582129471,24.149220177807255,25.250495986071986
1996,2.5242902311698927,2.59065126644825,10.712102524090113,11.34377808795734,11.531591469659388,8.204253348826668,10.13517479518592,14.370473877838965,6.6375242558521625,5.7784095852696655,6.428615373708331,6.997641357416375,18.413493781355378,24.470127318640653,24.013983667246297,25.767841525993934
1997,2.6372890498888713,2.552295426341625,10.82070315119332,10.972578002137883,11.83339011078699,8.55649549654311,10.248173613904898,15.28284630878074,6.750523074571141,6.087147828126384,6.541614192427309,7.107464687828317,18.84086253855189,26.35385533906009,23.991728506145268,25.43599672470582
1998,2.5559669224782837,2.54316326215018,10.732216752964499,11.045802103915271,12.570633904327075,8.726615641531897,10.166851486494311,14.763748656772732,6.669200947160553,6.0481481542155375,6.460292065016721,7.219896497198873,18.932812664105235,24.298692095340453,23.87557975394779,25.64908993258972
